fullid,mode,stidstrt,stidsch,stidstd,SchName,Fname,Testdate,ST001Q01_15,ST002Q01_15,ST003Q01_15,ST003Q02_15,ST003Q03_15,ST004Q01_15,ST126Q01_15,ST127Q01_15,ST127Q02_15,ST127Q03_15,ST014Q01_15,ST014Q02_15,ST005Q01_15,ST006Q01_15,ST006Q02_15,ST006Q03_15,ST006Q04_15,ST015Q01_15,ST015Q02_15,ST007Q01_15,ST008Q01_15,ST008Q02_15,ST008Q03_15,ST008Q04_15,ST019Q01_15,ST019Q02_15,ST019Q03_15,ST021Q01_15,ST022Q01_15,LANGHOME,ST011Q01_15,ST011Q02_15,ST011Q03_15,ST011Q04_15,ST011Q05_15,ST011Q06_15,ST011Q07_15,ST011Q08_15,ST011Q09_15,ST011Q010_15,ST011Q011_15,ST011Q012_15,ST011Q013_15,ST011Q014_15,ST011Q015_15,ST011Q016_15,ST012Q01_15,ST012Q02_15,ST012Q03_15,ST012Q04_15,ST012Q05_15,ST012Q06_15,ST012Q07_15,ST012Q08_15,ST013Q01_15,ST88Q01_12,ST88Q02_12,ST88Q03_12,ST88Q04_12,ST86Q01_12,ST86Q02_12,ST86Q03_12,ST86Q04_12,ST86Q05_12,ST55Q01_12,ST55Q02_12,ST55Q03_12,ST55Q04_12,ST41Q01_9,ST41Q02_9,ST41Q03_9,ST41Q04_9,ST41Q05_9,ST41Q06_9,ST42Q01_9,ST42Q02_9,ST42Q03_9,ST42Q04_9,ST42Q05_9,ST25Q01_9,ST25Q02_9,ST25Q03_9,ST25Q04_9,ST25Q05_9,ST81Q01_12,ST81Q02_12,ST81Q03_12,ST81Q04_12,ST81Q05_12,ST29Q01_12,ST29Q02_12,ST29Q03_12,ST29Q04_12,ST29Q05_12,ST29Q06_12,ST29Q07_12,ST29Q08_12,ST37Q01_12,ST37Q02_12,ST37Q03_12,ST37Q04_12,ST37Q05_12,ST37Q06_12,ST37Q07_12,ST37Q08_12,ST36Q01_09,ST36Q02_09,ST36Q03_09,ST36Q04_09,ST36Q05_09,ST063Q01_15,ST063Q02_15,ST063Q03_15,ST063Q04_15,ST063Q05_15,ST063Q06_15,ST065Q01_15,ST129Q01_15,ST129Q02_15,ST129Q03_15,ST129Q04_15,ST129Q05_15,ST129Q06_15,ST129Q07_15,ST129Q08_15,ST097Q01_15,ST097Q02_15,ST097Q03_15,ST097Q04_15,ST097Q05_15,ST113Q01_15,ST113Q02_15,ST113Q03_15,ST113Q04_15,ST114Q01_15,ST103Q01_15,ST103Q02_15,ST103Q03_15,ST103Q04_15,ST107Q01_15,ST107Q02_15,ST107Q03_15,ST131Q01_15,ST131Q02_15,ST131Q03_15,ST131Q04_15,ST131Q05_15,ST131Q06_15,ST27Q01_6,ST27Q02_6,ST27Q03_6,ST27Q04_6,LANG,OCIN1,OCIN2,OCOD1,OCOD2,Age,nationality,BFMJ1,BMMJ1,DISCLIM,DISCLIMA,DISCLIMS,ESCS,FAMSTRUC,FISCED,HISCED,HISEI,HOMEPOS,IMMIG,INSTMOT,INSTSCIE,MATHEFF,SCIEEFF,METASUM,MISCED,PARED,SCIEEFF_1,STUDREL,UNDREM,WEALTH,pv1math,pv2math,pv3math,pv4math,pv5math,pv1read,pv2read,pv3read,pv4read,pv5read,pv1scie,pv2scie,pv3scie,pv4scie,pv5scie,bookid,W_STU,rwgt1,rwgt2,rwgt3,rwgt4,rwgt5,rwgt6,rwgt7,rwgt8,rwgt9,rwgt10,rwgt11,rwgt12,rwgt13,rwgt14,rwgt15,rwgt16,rwgt17,rwgt18,rwgt19,rwgt20,rwgt21,rwgt22,rwgt23,rwgt24,rwgt25,rwgt26,rwgt27,rwgt28,rwgt29,rwgt30,rwgt31,rwgt32,rwgt33,rwgt34,rwgt35,rwgt36,rwgt37,rwgt38,rwgt39,rwgt40,rwgt41,rwgt42,rwgt43,rwgt44,rwgt45,rwgt46,rwgt47,rwgt48,rwgt49,rwgt50,rwgt51,rwgt52,rwgt53,rwgt54,rwgt55,rwgt56,rwgt57,rwgt58,rwgt59,rwgt60,rwgt61,rwgt62,rwgt63,rwgt64,rwgt65,rwgt66,rwgt67,rwgt68,rwgt69,rwgt70,rwgt71,rwgt72,rwgt73,rwgt74,rwgt75,rwgt76,rwgt77,rwgt78,rwgt79,rwgt80
NA,PAPER,NA,MX-PUE-0005,31132,NA,NA,6/6/2018,3,1,5,12,2002,2,8,1,1,NA,ADMINISTRACIÓN DE EMPRESAS,ADMINISTRAR EMPRESAS,1,99,1,99,99,ADMINISTRADOR DE EMPRESAS,ADMINISTRAR EMPRESAS,1,99,99,1,99,21,7,7,99,156,NA,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,4,3,4,4,4,4,1,4,5,4,4,1,2,1,1,1,1,1,1,1,1,1,6,1,1,5,6,1,6,2,3,5,5,4,1,2,4,3,3,4,3,4,3,4,4,4,4,4,4,4,4,3,1,1,1,1,1,1,1,4,4,4,4,4,2,1,2,2,1,2,Química,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,99,3,3,3,3,3,2,2,4,4,4,4,4,4,2,2,2,2,NA,NA,NA,NA,NA,16,NA,2421,2400,0.49879701408007915,1.843687335263907,0.3950114354504379,NA,NA,4,NA,64,NA,NA,-2.2985558811141384,1.7631673334043416,1.100924542698671,3.2190875504314875,2.0853459132506864,5B,14,NA,2.0853459132506864,2.0853459132506864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,PAPER,NA,MX-PUE-0048,16262,NA,NA,6/8/2018,3,1,6,12,2002,1,5,1,1,NA,AMA DE CASA,SE OCUPA DEL HOGAR,1,2,2,2,2,DIRECTOR DE OPERACIONES,DIRIGE EQUIPOS DE ATENCIÓN AL CLIENTE,1,2,2,2,2,21,5,21,99,156,NA,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,2,4,3,4,4,3,3,1,3,3,2,3,4,2,3,3,3,3,2,1,1,1,1,4,1,3,2,2,1,3,3,2,4,3,2,4,5,3,1,3,2,3,3,3,4,4,4,4,4,4,4,3,3,2,1,2,2,3,2,1,3,3,4,3,3,2,1,99,99,1,99,Química,2,2,2,2,2,3,2,2,3,2,2,3,3,3,4,4,4,ESCRITORA,4,2,3,4,3,3,2,3,3,3,3,3,3,2,2,3,3,NA,NA,NA,NA,NA,16,NA,1222,9501,-0.3102627601676448,0.3519512047600428,-1.0793186255349505,NA,NA,3A,NA,67,NA,NA,-1.823875648263008,-1.579807301739877,-0.16599704131546886,0.12867994752862216,-1.2276925489652406,3A,12,NA,-1.2276925489652406,-1.2276925489652406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,PAPER,NA,MX-CMX-0052,19833,NA,NA,6/11/2018,3,1,7,5,2002,1,9,99,2,NA,"YA TRABAJÓ EN EL RRHH DE UNA EMPRESA, Y HOY ES AMA DE CASA.",ACTUALMENTE NOS LLEVA A LA ESCUELA Y A MÉDICOS Y AYUDA DE LA CASA,1,2,1,2,1,DIRECTOR GENERAL DE VENTAS DE AMERICA LATINA DE IBM (GENERAL MANAGER),SE OCUPA DE LAS VENTAS Y CONTRATOS DE IBM EN LA.,1,2,1,1,1,33,33,33,14,852,NA,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,4,2,4,4,4,4,1,1,1,3,4,2,1,2,1,2,1,2,1,1,1,1,4,2,6,6,6,6,5,1,3,6,6,1,1,5,2,1,3,2,3,3,3,4,2,2,2,2,2,2,2,2,3,2,2,1,3,1,2,3,3,3,4,3,2,1,2,2,2,2,Química,3,3,3,2,2,3,1,1,3,2,3,2,2,3,3,3,3,TODAVÍA NO ESTOY SEGURA.,4,1,3,3,2,2,2,3,3,3,3,3,3,2,3,2,3,NA,NA,NA,NA,NA,16,NA,1221,99,-0.3102627601676448,0.3519512047600428,-1.1579713618054366,NA,NA,5B,NA,66,NA,NA,0.044455419096078946,-0.7990904931401737,-0.16599704131546886,-0.05284782301488899,0.7395662698636141,5B,14,NA,0.7395662698636141,0.7395662698636141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,PAPER,NA,MX-QUI-0036,15210,NA,NA,6/5/2018,3,1,8,11,2002,1,6,1,1,NA,DECORADORA DE INTERIORES,ESTA A CARGO DEL DESPACHO DE ARQUITECTURA DE LA FAMILIA,1,2,1,2,2,ARQUITECTO,DISEÑA EDIFICIOS Y/O CASAS,1,1,1,1,2,23,8,8,99,156,NA,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,4,3,4,4,4,3,1,4,4,2,3,3,3,2,2,3,3,2,1,3,1,1,3,5,1,1,4,1,4,1,3,6,4,2,5,5,3,1,3,3,3,2,3,4,3,4,4,3,4,4,4,2,3,2,3,3,3,4,3,3,4,4,3,3,2,1,99,99,1,2,Química,2,1,1,2,2,2,1,1,3,2,2,3,4,3,3,3,3,RESTAURACIÓN DE OBRAS CLÁSICAS,3,2,3,2,3,2,3,4,3,4,4,3,4,2,3,2,2,NA,NA,NA,NA,NA,16,NA,2161,3432,-0.3102627601676448,0.6440641152947226,-0.9414071740172005,NA,NA,6,NA,71,NA,NA,-1.5455011638838132,-0.7990904931401737,-1.2310113345229028,1.2040564870768893,-0.7765323766708612,5B,16,NA,-0.7765323766708612,-0.7765323766708612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,PAPER,NA,MX-QUI-0036,15233,NA,NA,6/5/2018,3,1,9,4,2002,1,7,1,1,NA,AMA DE CASA,MI MAMÁ ES AMA DE CASA,1,99,2,99,99,PILOTO,"ES PILOTODE AVIONES COMRCIALES, ES CAPITAN DEL AVIÓN, SE OCUPA DEL TRABAJO PRINCIPAL",1,1,99,99,99,11,3,2,99,156,NA,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,4,3,4,4,2,4,1,2,4,3,4,2,1,2,2,1,1,2,1,1,1,99,6,5,6,4,5,6,5,6,6,5,6,4,1,3,2,4,3,4,3,3,3,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,4,4,3,3,4,2,1,2,2,1,2,Química,1,1,4,1,1,1,4,1,3,4,3,3,3,1,1,1,1,99,2,1,4,4,4,4,4,1,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,17,NA,3153,9501,0.2085347751735916,0.9300612916084376,-0.40979377370616604,NA,NA,6,NA,74,NA,NA,1.5347776318657016,1.7631673334043416,2.3039822082783403,0.7285232191333785,0.7395662698636141,3A,16,NA,0.7395662698636141,0.7395662698636141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,PAPER,NA,MX-QTO-0010,4155,NA,NA,6/7/2018,3,1,9,9,2002,2,6,1,1,NA,"DENTISTA, AMA DE CASA","REVISA QUE TUS DIENTES NO TENGAN INFECCIONES QUE NO ESTEN CHUECAS, ETC.",1,99,1,99,99,TIENE GRANJAS DE POLLO A SU CARGO,"SUPERVISA LAS GRANJAS QUE TODO ESTE BIEN, LA MORTALIDAD DE LOS POLLOS, ET. 1",1,1,1,99,99,16,16,16,99,156,NA,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,3,3,3,4,2,2,1,2,3,4,4,1,1,2,1,1,1,1,1,1,1,1,2,2,4,5,5,4,1,1,3,5,6,2,1,2,2,3,3,3,3,4,3,2,1,1,1,1,1,1,1,2,2,2,2,2,3,2,2,4,4,3,4,4,2,1,2,2,1,2,química,2,2,2,3,1,2,3,3,4,4,4,4,4,2,2,1,1,JEFE DE SISTEMAS,4,2,3,3,4,3,3,4,3,3,3,2,3,2,1,1,1,NA,NA,NA,NA,NA,16,NA,1311,2261,0.2085347751735916,1.2660917358460213,0.3950114354504379,NA,NA,6,NA,86,NA,NA,1.5347776318657016,1.0671912979431017,-0.3255016542737958,-0.05284782301488899,1.4396447754851474,5B,16,NA,1.4396447754851474,1.4396447754851474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,PAPER,NA,MX-QTO-0010,4133,NA,NA,6/7/2018,3,1,9,11,2002,1,7,1,1,NA,AMA DE CASA,"NOS HACE DE COMER, NOS LLEVA Y TRAE DE LA ESCUELA, NOS LAVA, ETC.",1,99,99,99,99,UNILEVER,NO SE MUY BIEN EN QUE TRABAJA,1,99,99,99,99,12,22,7,99,156,NA,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,4,3,4,4,3,4,2,2,2,4,4,2,1,2,2,2,2,2,1,4,1,99,6,2,3,3,4,4,3,2,4,5,4,3,2,3,3,3,3,3,4,3,4,2,2,2,2,1,2,2,2,1,2,3,2,1,3,1,1,4,3,4,4,4,2,1,2,2,1,2,Química,2,2,2,2,1,1,2,99,3,3,4,4,4,1,1,1,1,MEDICINA-CIRUJANA TRAUMATOLOGA,4,2,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,NA,NA,NA,NA,NA,16,NA,9997,9501,0.49879701408007915,1.2660917358460213,-0.12842090377833476,NA,NA,3A,NA,NA,NA,NA,0.4510999973131331,1.7631673334043416,0.1747028679009189,0.7714356577380571,-0.05335962664536013,3A,12,NA,-0.05335962664536013,-0.05335962664536013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,PAPER,NA,MX-QTO-0045,12337,NA,NA,6/5/2018,3,1,10,1,2002,1,8,1,1,NA,ESTÁ TRABAJANDO EN UN PROYECTO,"DISEÑAR, BUSCAR PROVEDORES",1,99,1,99,99,ES JEFE DE SU COMPAÑÍA,"MANEJA CON SUS SOCIOS EL DINERO, HACE LAS CUENTAS DE LOS GASTOS",1,99,1,99,99,21,7,7,99,156,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,3,6,2,3,3,2,2,1,2,1,2,1,1,1,1,2,1,3,4,4,2,1,1,4,5,5,1,2,5,3,1,3,4,4,3,4,4,4,4,4,4,2,4,3,3,2,2,1,1,3,1,3,4,4,4,4,3,2,1,2,99,1,2,Química,2,1,1,1,1,2,3,1,4,4,4,4,3,4,4,4,4,NO LO SÉ TODAVÍA,2,1,2,3,2,3,2,3,3,3,3,2,3,2,2,2,2,NA,NA,NA,NA,NA,17,NA,1120,9997,0.8139722627365706,1.2660917358460213,0.09902245012590771,NA,NA,5B,NA,70,NA,NA,-1.823875648263008,-1.9996357126779445,-0.16599704131546886,1.2040564870768893,0.7395662698636141,5B,14,NA,0.7395662698636141,0.7395662698636141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,PAPER,NA,MX-QUI-0036,15230,NA,NA,6/5/2018,3,1,10,8,2002,1,7,2,1,NA,CREACIÓN DE EVENTOS Y DECORACIÓN,DECORA Y PREPARA TODO PARA ALGÚN EVENTO ESPECIAL,1,2,1,2,2,BIENES RAÍCES,"VENDE DEPARTAMENTOS, CASAS Y TERRENOS",1,2,2,2,2,8,8,10,99,156,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,4,3,4,1,3,4,4,4,1,1,1,2,2,2,2,1,1,1,1,5,3,5,5,6,3,3,1,5,6,6,3,1,4,4,3,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,4,4,2,1,2,2,1,2,Química,1,1,1,2,1,1,1,1,3,3,3,3,3,1,1,1,1,"CONTADORA EN LAS NACIONES UNIDAS, ÁREA DE ECONOMÍA",3,2,4,4,4,4,4,4,3,4,4,3,3,1,1,1,2,NA,NA,NA,NA,NA,16,NA,3334,3332,-0.5208678398858709,0.6440641152947226,-0.6878298698330785,NA,NA,3A,NA,57,NA,NA,1.5347776318657016,1.7631673334043416,2.3039822082783403,2.3029595383588046,0.39111047317420755,5B,14,NA,0.39111047317420755,0.39111047317420755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,PAPER,NA,MX-JAL-0007,6916,NA,NA,6/5/2018,3,1,10,9,2002,2,4,1,1,NA,ADMINISTRADORA DE EMPRESA,SE ENCARGA DE ADMINISTRAR UNA EMPRESA,1,2,1,1,1,ADMINISTRADOR DE UN APLAZA,ADMINISTRAR UNA PLAZA,1,2,1,1,1,15,33,15,99,156,NA,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,4,3,4,4,3,3,1,3,3,3,3,4,2,2,2,2,2,2,1,1,1,1,4,2,4,2,5,4,3,2,4,6,5,3,2,3,2,1,3,3,4,3,4,3,2,3,3,2,2,3,2,2,2,2,2,3,3,3,2,3,2,3,4,3,2,1,2,2,2,2,química,2,1,2,1,1,2,1,2,3,2,3,3,3,1,1,1,1,BIOLOGO DE ESPECIES,3,2,3,3,2,2,2,3,3,3,3,3,3,2,2,2,2,NA,NA,NA,NA,NA,16,NA,3334,1219,0.49879701408007915,0.025726774965539292,-0.9250711527726909,NA,NA,5B,NA,68,NA,NA,-0.3551011698981513,1.7631673334043416,-0.6323595978302774,1.2040564870768893,-0.05335962664536013,5B,14,NA,-0.05335962664536013,-0.05335962664536013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,PAPER,NA,MX-QTO-0046,12533,NA,NA,6/4/2018,3,1,10,9,2002,1,6,1,1,NA,FLORISTA,HACE ARREGLOS FLORALES PARA EVENTOS COMO BODAS.,3,2,2,2,2,ADMINISTRADOR DE ALBERCAS,ADMINISTRA LAS ALBERCAS Y MÁQUINAS DE CONDOMINIOS,1,2,1,2,2,22,23,7,99,156,NA,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,4,2,4,4,4,4,1,2,4,3,3,2,2,1,1,1,1,1,1,1,1,99,4,5,6,6,6,4,3,1,4,6,6,1,1,3,3,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,3,2,1,3,1,2,4,4,3,4,3,2,1,2,2,1,2,Química,2,1,2,1,1,1,2,2,4,4,4,4,3,1,1,1,1,GASTRONOMÍA,3,2,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,NA,NA,NA,NA,NA,16,NA,1349,3435,1.8695840304605646,0.9300612916084376,0.09902245012590771,NA,NA,5B,NA,59,NA,NA,0.044455419096078946,1.7631673334043416,-1.4269140172403402e-4,1.2040564870768893,2.0853459132506864,2,14,NA,2.0853459132506864,2.0853459132506864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,PAPER,NA,MX-QTO-0010,4144,NA,NA,6/7/2018,3,1,11,11,2002,2,6,1,1,NA,CONTADORA,NO TRABAJA ES AMA DE CASA,1,2,1,1,2,ARQUITECTO,ES EL ENCARGADO HACER LOS PLANOS PARA UNA CASA OREMODELACIÓN Y EL SUPERVISOR JEFE DE LA OBRA,1,1,1,1,2,7,7,33,99,156,NA,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,2,4,3,2,4,1,1,2,2,1,2,1,5,5,5,4,5,5,3,6,6,5,4,6,4,5,3,2,2,1,2,3,3,2,3,3,2,1,3,3,1,2,1,1,1,1,1,2,3,2,3,3,1,3,3,3,4,4,2,1,2,99,1,2,química,1,1,2,2,2,1,3,3,4,4,3,4,4,2,3,2,1,ARQUITECTO O INGENIERO CIVIL,3,2,3,4,4,4,2,3,3,4,4,3,2,1,2,1,1,NA,NA,NA,NA,NA,16,NA,2161,9501,-0.5208678398858709,0.6440641152947226,0.07836137928257751,NA,NA,6,NA,71,NA,NA,0.4510999973131331,0.39251703070865807,-0.16599704131546886,0.5173866602591232,0.7395662698636141,5B,16,NA,0.7395662698636141,0.7395662698636141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,PAPER,NA,MX-QTO-0010,4115,NA,NA,6/7/2018,3,1,11,12,2002,2,6,1,1,NA,AMA DE CASA Y ADMINISTRACIÓN EN EL NEGOCIO DE LA FAMILIA,HACE TODA LA PARTE ADMINISTRATIVA DE LA EMPRESA FAMILIAR.,1,2,2,2,1,"DIRECTOR, JEFE, DUEÑO DE LA EMPRESA","SALE CON LOS CLIENTES, ORGANIZA LA EMPRESA, BUSCA MÁS CLIENTES, ETC.",1,2,1,1,2,22,11,11,99,156,NA,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,4,2,2,1,1,4,2,2,1,2,2,1,2,1,2,1,1,1,1,5,3,3,5,6,4,2,1,3,5,6,2,1,2,2,1,2,1,1,3,1,2,1,1,1,1,1,2,1,2,1,1,1,1,3,1,2,4,4,4,4,4,2,1,2,2,1,2,Química,2,2,1,2,1,1,2,2,4,4,4,4,4,1,1,1,1,NO SE LA VERDAD,3,1,4,4,4,4,4,4,4,4,4,4,4,2,1,2,2,NA,NA,NA,NA,NA,16,NA,1120,1219,-1.3965386140024652,1.843687335263907,0.3950114354504379,NA,NA,5B,NA,70,NA,NA,1.0488454294913507,1.7631673334043416,0.5699333141635577,0.9552491338359298,0.7395662698636141,4,14,NA,0.7395662698636141,0.7395662698636141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
