fullid,mode,stidstrt,stidsch,stidstd,SchName,Fname,Testdate,ST001Q01_15,ST002Q01_15,ST003Q01_15,ST003Q02_15,ST003Q03_15,ST004Q01_15,ST126Q01_15,ST127Q01_15,ST127Q02_15,ST127Q03_15,ST014Q01_15,ST014Q02_15,ST005Q01_15,ST006Q01_15,ST006Q02_15,ST006Q03_15,ST006Q04_15,ST015Q01_15,ST015Q02_15,ST007Q01_15,ST008Q01_15,ST008Q02_15,ST008Q03_15,ST008Q04_15,ST019Q01_15,ST019Q02_15,ST019Q03_15,ST021Q01_15,ST022Q01_15,LANGHOME,ST011Q01_15,ST011Q02_15,ST011Q03_15,ST011Q04_15,ST011Q05_15,ST011Q06_15,ST011Q07_15,ST011Q08_15,ST011Q09_15,ST011Q010_15,ST011Q011_15,ST011Q012_15,ST011Q013_15,ST011Q014_15,ST011Q015_15,ST011Q016_15,ST012Q01_15,ST012Q02_15,ST012Q03_15,ST012Q04_15,ST012Q05_15,ST012Q06_15,ST012Q07_15,ST012Q08_15,ST013Q01_15,ST88Q01_12,ST88Q02_12,ST88Q03_12,ST88Q04_12,ST86Q01_12,ST86Q02_12,ST86Q03_12,ST86Q04_12,ST86Q05_12,ST55Q01_12,ST55Q02_12,ST55Q03_12,ST55Q04_12,ST41Q01_9,ST41Q02_9,ST41Q03_9,ST41Q04_9,ST41Q05_9,ST41Q06_9,ST42Q01_9,ST42Q02_9,ST42Q03_9,ST42Q04_9,ST42Q05_9,ST25Q01_9,ST25Q02_9,ST25Q03_9,ST25Q04_9,ST25Q05_9,ST81Q01_12,ST81Q02_12,ST81Q03_12,ST81Q04_12,ST81Q05_12,ST29Q01_12,ST29Q02_12,ST29Q03_12,ST29Q04_12,ST29Q05_12,ST29Q06_12,ST29Q07_12,ST29Q08_12,ST37Q01_12,ST37Q02_12,ST37Q03_12,ST37Q04_12,ST37Q05_12,ST37Q06_12,ST37Q07_12,ST37Q08_12,ST36Q01_09,ST36Q02_09,ST36Q03_09,ST36Q04_09,ST36Q05_09,ST063Q01_15,ST063Q02_15,ST063Q03_15,ST063Q04_15,ST063Q05_15,ST063Q06_15,ST065Q01_15,ST129Q01_15,ST129Q02_15,ST129Q03_15,ST129Q04_15,ST129Q05_15,ST129Q06_15,ST129Q07_15,ST129Q08_15,ST097Q01_15,ST097Q02_15,ST097Q03_15,ST097Q04_15,ST097Q05_15,ST113Q01_15,ST113Q02_15,ST113Q03_15,ST113Q04_15,ST114Q01_15,ST103Q01_15,ST103Q02_15,ST103Q03_15,ST103Q04_15,ST107Q01_15,ST107Q02_15,ST107Q03_15,ST131Q01_15,ST131Q02_15,ST131Q03_15,ST131Q04_15,ST131Q05_15,ST131Q06_15,ST27Q01_6,ST27Q02_6,ST27Q03_6,ST27Q04_6,LANG,OCIN1,OCIN2,OCOD1,OCOD2,Age,nationality,BFMJ1,BMMJ1,DISCLIM,DISCLIMA,DISCLIMS,ESCS,FAMSTRUC,FISCED,HISCED,HISEI,HOMEPOS,IMMIG,INSTMOT,INSTSCIE,MATHEFF,SCIEEFF,METASUM,MISCED,PARED,SCIEEFF_1,STUDREL,UNDREM,WEALTH,pv1math,pv2math,pv3math,pv4math,pv5math,pv1read,pv2read,pv3read,pv4read,pv5read,pv1scie,pv2scie,pv3scie,pv4scie,pv5scie,bookid,W_STU,rwgt1,rwgt2,rwgt3,rwgt4,rwgt5,rwgt6,rwgt7,rwgt8,rwgt9,rwgt10,rwgt11,rwgt12,rwgt13,rwgt14,rwgt15,rwgt16,rwgt17,rwgt18,rwgt19,rwgt20,rwgt21,rwgt22,rwgt23,rwgt24,rwgt25,rwgt26,rwgt27,rwgt28,rwgt29,rwgt30,rwgt31,rwgt32,rwgt33,rwgt34,rwgt35,rwgt36,rwgt37,rwgt38,rwgt39,rwgt40,rwgt41,rwgt42,rwgt43,rwgt44,rwgt45,rwgt46,rwgt47,rwgt48,rwgt49,rwgt50,rwgt51,rwgt52,rwgt53,rwgt54,rwgt55,rwgt56,rwgt57,rwgt58,rwgt59,rwgt60,rwgt61,rwgt62,rwgt63,rwgt64,rwgt65,rwgt66,rwgt67,rwgt68,rwgt69,rwgt70,rwgt71,rwgt72,rwgt73,rwgt74,rwgt75,rwgt76,rwgt77,rwgt78,rwgt79,rwgt80
NA,DIGITAL,NA,MX-QUI-0036,15069,NA,NA,6/5/2018,1,1,27,03,18,2,6,1,1,NA,Hospiten,Viaja a hoteles y checa que todo esté en orden,1,2,1,2,1,Arquitecto,Rebeca que la obra valla bien,1,2,1,2,2,7,33,7,0,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,1,3,3,3,3,1,1,4,4,4,3,4,1,1,1,1,6,4,2,4,4,2,3,2,5,3,6,1,1,1,1,1,4,4,4,3,3,4,4,4,4,4,4,4,4,4,1,3,3,4,3,4,4,1,3,4,4,4,2,2,1,1,1,2,Biología,4,4,3,2,2,2,2,2,1,4,4,4,4,1,4,4,3,Cirujano plástico,3,2,2,2,3,2,3,2,3,2,3,2,3,3,2,3,2,NA,NA,NA,NA,NA,15,NA,2161,1411,0.8139722627365706,0.3519512047600428,-0.32234489383377635,NA,NA,5B,NA,71,NA,NA,-2.2985558811141384,-0.7990904931401737,-1.7114828268953517,-0.5651345374657976,-2.4387251664240197,5B,14,NA,-2.4387251664240197,-2.4387251664240197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-QUI-0036,15077,NA,NA,6/5/2018,1,1,14,04,2004,2,7,1,1,NA,En un hotel,No se,1,2,1,2,2,Recepciónista,"Registra las reservas , atiende llamadas y renta las habitaciones",1,2,2,2,1,23,7,7,NA,1,NA,1,1,1,1,2,1,2,2,1,2,1,1,2,1,1,2,4,3,4,4,2,3,2,1,3,2,3,2,2,2,3,2,2,2,1,1,1,1,1,3,4,4,6,6,5,1,3,5,4,1,3,1,1,1,4,3,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,4,4,4,4,4,2,2,1,2,2,2,Química,1,1,1,1,1,1,1,1,4,4,4,4,4,2,2,2,2,No se,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,NA,NA,NA,NA,NA,15,NA,4224,1411,0.2085347751735916,1.843687335263907,0.3950114354504379,NA,NA,4,NA,43,NA,NA,0.044455419096078946,0.39251703070865807,-0.16599704131546886,3.2190875504314875,-0.4764365886525934,5B,14,NA,-0.4764365886525934,-0.4764365886525934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-QUI-0036,15085,NA,NA,6/5/2018,2,1,21,04,2004,1,6,1,1,NA,Intérprete/traductor,"Traduce de un lenguaje a otro en conferencias, charlas y asi",1,1,1,2,2,Intérprete/traductor,"Traduce de un lenguaje a otro en conferencias, charlas etc.",1,1,1,2,2,22,7,7,0,1,NA,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,3,4,4,4,3,1,4,5,3,3,2,2,2,2,2,2,2,1,1,1,1,4,4,4,4,4,1,4,2,4,4,4,1,1,3,2,1,2,1,2,3,4,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,2,1,2,3,4,1,2,2,2,1,2,Física,3,1,1,2,1,3,2,2,2,1,2,3,4,3,3,3,3,Quiero ser doctora,4,2,4,4,3,4,4,3,3,3,2,3,3,2,2,3,3,NA,NA,NA,NA,NA,15,NA,2643,2643,-0.7059209409732354,-0.7786299180722138,-1.236805250368119,NA,NA,6,NA,68,NA,NA,-1.0863535286806698,-0.7990904931401737,-0.931178688223806,0.5173866602591232,-0.05335962664536013,6,16,NA,-0.05335962664536013,-0.05335962664536013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-QUI-0036,15089,NA,NA,6/5/2018,2,1,14,01,2003,2,12,1,1,NA,Contadora,Administración de condominios,1,2,1,2,2,Ingeniero y jefe de empresa de limpieza y mantenimiento,Coordina a sus empleados,1,2,2,2,2,23,7,13,NA,1,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,3,3,4,4,3,1,2,3,4,3,1,1,2,3,3,2,2,1,1,1,1,4,6,4,6,6,2,6,3,3,6,6,4,2,3,2,4,2,2,1,2,1,2,1,2,1,1,1,1,1,2,1,3,2,2,3,1,2,3,2,3,3,1,1,1,2,1,1,2,Física,2,1,3,2,2,2,2,2,2,1,1,1,1,2,2,2,1,Jugador de fútbol americano y empresario de bienes raíces,2,1,4,4,4,4,4,1,3,3,1,1,3,2,2,2,2,NA,NA,NA,NA,NA,16,NA,1323,3334,-1.3965386140024652,-0.7786299180722138,-1.925861096117978,NA,NA,3A,NA,59,NA,NA,1.5347776318657016,0.8008954075688883,-0.16599704131546886,0.318194279515603,-0.7765323766708612,5B,14,NA,-0.7765323766708612,-0.7765323766708612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-QUI-0036,15091,NA,NA,6/5/2018,2,1,11,12,2003,1,6,1,1,NA,"Mi mamá se dedica a mis hermanos, a la casa, y es wellness instructor (ósea la mejor mamá del mundo)","Mi mamá está en un organización llamada doterra, PERO ese no es su trabajo principal ella hace recetas veganas y mucho mucho ejercicio
Ella vive la vida bien
",1,2,1,2,2,Es director general de todos los spas de la compañía rosewood en latino America y bajamar,Director general de spas,1,2,1,2,2,21,13,21,1,1,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,4,3,4,4,3,3,1,3,3,1,1,4,4,4,1,4,4,1,1,1,1,1,6,1,6,6,6,6,3,1,3,3,6,1,1,5,5,1,3,3,4,4,3,4,2,4,4,3,3,2,1,2,2,2,2,2,2,2,2,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,1120,3230,0.49879701408007915,0.8134375734752628,NA,NA,NA,5B,NA,70,NA,NA,0.044455419096078946,NA,-0.16599704131546886,NA,-1.2276925489652406,5B,14,NA,-1.2276925489652406,-1.2276925489652406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-QUI-0036,15096,NA,NA,6/5/2018,2,1,06,06,2003,2,8,1,1,NA,Es ama de casa,Ama de casa,1,2,2,2,2,Es ingeniero,No recuerdo,1,2,1,1,1,7,7,7,NA,1,NA,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,4,4,4,4,3,4,2,3,2,2,4,1,3,4,4,2,3,3,1,1,1,1,4,2,6,2,4,1,1,6,3,4,2,1,1,1,1,1,1,1,1,1,1,4,2,4,4,2,3,2,1,3,3,3,3,4,2,4,1,3,3,3,3,3,1,1,2,2,2,2,Física,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,No lo sé y no es algo que a esta edad me importe mucho,1,3,1,2,1,3,1,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,15,NA,2149,9501,-2.5029968713865625,0.025726774965539292,-1.6269888344038101,NA,NA,5B,NA,70,NA,NA,0.4510999973131331,0.39251703070865807,-1.2310113345229028,0.5173866602591232,-1.6322203653969898,3A,14,NA,-1.6322203653969898,-1.6322203653969898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-QUI-0036,15103,NA,NA,6/5/2018,2,1,11,02,2003,1,6,2,1,NA,Ama de casa y trabajo como administradora de una Escuela,Se ocupa del hogar,1,2,2,2,2,Director de una empresa y socio,dirige el equipo de ventas,1,2,2,2,2,23,7,7,NA,1,NA,1,1,1,1,2,1,2,2,1,2,2,1,1,1,1,1,4,4,4,4,4,4,1,1,3,3,3,3,2,2,3,4,2,4,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,2,1,4,2,1,3,1,2,2,1,4,1,3,2,2,2,2,2,4,4,4,4,4,4,4,4,3,2,3,3,3,2,1,2,2,1,2,Física,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,3,Medicina,3,2,3,3,3,3,3,4,3,4,4,2,3,2,2,2,2,NA,NA,NA,NA,NA,16,NA,1221,9501,-1.211461049099284,-0.28814524927204027,-0.6878298698330785,NA,NA,3A,NA,66,NA,NA,0.4510999973131331,-0.26961315672847236,-3.791324273602239,-3.7658002011550002,-1.4289177797452741,3A,12,NA,-1.4289177797452741,-1.4289177797452741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-QUI-0036,15104,NA,NA,6/5/2018,2,1,14,11,2003,2,7,1,1,NA,Profesora,Da clases en una universidad,1,2,1,2,2,Empresario,Vender productos de tecnología.,1,2,1,1,2,23,7,7,NA,1,NA,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,4,3,4,4,4,3,1,3,3,3,4,2,2,3,3,3,2,3,1,1,1,1,3,3,4,4,5,3,5,3,5,4,5,1,3,2,1,3,3,2,3,2,3,4,2,3,2,2,3,2,2,2,1,2,2,2,3,2,2,4,3,4,3,3,1,1,2,1,2,2,Fisica,2,2,2,1,2,2,2,2,3,3,4,2,3,3,3,3,3,commprar y vender acciones,3,1,3,3,2,2,3,3,2,3,3,2,3,2,3,2,2,NA,NA,NA,NA,NA,15,NA,1120,2310,-0.5208678398858709,0.6440641152947226,-0.593652583461537,NA,NA,5B,NA,76,NA,NA,0.044455419096078946,-0.7990904931401737,-0.16599704131546886,0.5173866602591232,-1.2276925489652406,5B,14,NA,-1.2276925489652406,-1.2276925489652406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-QUI-0036,15105,NA,NA,6/5/2018,2,1,9503,NA,NA,2,6,1,1,NA,Ama de casa,Limpia y prepara la comida,1,2,1,2,2,Jefe de trabajo,Transporta gente cuando lo contratan,1,2,1,1,2,7,7,7,NA,1,NA,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,4,4,4,4,4,4,3,3,4,3,3,3,2,2,2,2,2,2,1,1,1,1,4,4,4,4,3,1,6,1,3,3,4,2,4,4,3,3,2,2,3,4,3,2,1,4,3,1,3,1,1,1,1,1,3,1,3,2,1,4,4,3,4,4,1,2,2,1,1,1,Física,1,1,1,2,2,3,1,1,3,3,3,3,3,1,1,1,1,Seguir estudiando ya que sería medicina,4,2,4,3,3,3,3,1,1,1,2,2,1,1,1,1,1,NA,NA,NA,NA,NA,15,NA,8322,9501,-0.3102627601676448,1.2660917358460213,-0.6878298698330785,NA,NA,5B,NA,36,NA,NA,1.5347776318657016,1.7631673334043416,0.36255858834140087,1.2040564870768893,-0.05335962664536013,5B,14,NA,-0.05335962664536013,-0.05335962664536013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-QUI-0036,15106,NA,NA,6/5/2018,2,1,24,06,2003,2,7,1,1,NA,Ama de casa.,"Se ocupa del hogar y la comida del mismo, y el cuidado de sus hijos.",1,1,1,1,1,Ingeniero civil.,Realiza obras y hogares.,1,2,1,1,1,7,7,7,NA,1,NA,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,4,3,4,4,3,4,1,2,3,3,4,2,2,3,3,2,3,2,1,1,1,1,4,2,2,1,6,2,5,1,6,6,5,3,1,1,1,3,3,2,3,3,4,4,1,2,3,2,2,2,2,1,1,2,2,2,2,2,2,3,3,3,3,3,1,1,2,1,1,1,Física,1,2,2,1,1,1,2,3,3,2,2,4,4,2,2,2,2,No lo sé.,4,4,4,4,3,2,4,3,3,3,3,2,3,2,2,2,2,NA,NA,NA,NA,NA,15,NA,2142,9501,-0.06540760844416826,0.025726774965539292,-0.8062213289419052,NA,NA,5B,NA,76,NA,NA,0.4510999973131331,0.39251703070865807,0.1747028679009189,0.9552491338359298,-1.0159710713323615,6,16,NA,-1.0159710713323615,-1.0159710713323615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-QUI-0036,15109,NA,NA,6/5/2018,2,1,17,12,2003,2,6,1,1,NA,Vendedora de bienes raíces,Vende casas,1,2,1,2,2,Empresario,Tiene empresas de diferentes tipos,1,1,1,2,2,23,7,4,NA,1,NA,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,4,4,4,4,4,4,1,2,2,3,4,2,2,2,3,2,2,2,4,4,4,4,2,3,5,6,6,5,6,3,6,6,4,2,2,2,2,2,3,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,2,2,3,3,3,4,4,1,1,2,1,1,1,Física,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,Empresario,3,2,3,3,3,3,3,2,3,2,3,3,3,2,2,3,2,NA,NA,NA,NA,NA,15,NA,1120,3334,-0.3102627601676448,0.6440641152947226,-0.6878298698330785,NA,NA,6,NA,70,NA,NA,-0.3551011698981513,-0.26961315672847236,-0.6323595978302774,0.318194279515603,-0.4764365886525934,5B,16,NA,-0.4764365886525934,-0.4764365886525934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-QUI-0036,15113,NA,NA,6/5/2018,2,1,26,03,2004,2,6,1,1,NA,Doctora,Da consultas a personas enfermas,1,1,1,1,2,"Doctor, gastroenterología","Opera, da consultas",1,1,1,1,1,7,30,7,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,3,3,1,4,3,2,3,2,2,2,2,2,2,3,1,2,2,2,4,6,3,3,3,2,5,2,5,5,4,1,2,2,2,3,3,3,3,3,3,4,4,2,3,2,2,3,3,1,1,3,1,1,1,1,1,4,3,4,4,3,1,2,2,1,1,2,Física,2,2,1,1,1,1,1,1,3,3,4,3,3,1,1,2,2,Doctor o ingeniero industrial automotriz,4,2,3,4,3,3,3,3,3,3,4,3,3,2,2,1,1,NA,NA,NA,NA,NA,15,NA,2212,2211,-0.06540760844416826,0.9300612916084376,-0.4183746990822752,NA,NA,6,NA,89,NA,NA,-1.0863535286806698,1.0671912979431017,1.100924542698671,1.8309250435240945,-0.4764365886525934,6,16,NA,-0.4764365886525934,-0.4764365886525934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-QUI-0036,15114,NA,NA,6/5/2018,2,1,13,01,2003,2,7,1,1,NA,Profesora,Da clases de arte en el Centro Escolar Balam,1,2,2,1,2,Piloto de avión,Transporta personas u otras cosas a diversos países. Con fines turísticos o por qué es un encargo importante o urgente,1,2,1,1,1,7,33,7,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,4,2,4,4,4,4,2,1,2,2,3,3,3,1,1,1,1,5,4,6,5,6,2,2,1,3,6,5,2,3,3,3,1,3,3,3,3,2,4,2,4,4,2,2,1,1,2,1,2,2,2,3,2,3,2,2,2,3,1,1,NA,2,1,1,2,Física,2,1,2,1,1,1,2,1,3,3,2,3,2,2,2,2,1,Ingeniero agrónomo,4,2,3,4,3,2,2,4,4,4,4,4,4,1,2,2,1,NA,NA,NA,NA,NA,16,NA,3153,2355,-0.3102627601676448,-1.2149299274748826,-1.0606747086125992,NA,NA,5B,NA,74,NA,NA,0.7464998834202858,0.8008954075688883,-0.3255016542737958,1.487287493761061,-1.0159710713323615,4,14,NA,-1.0159710713323615,-1.0159710713323615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
